% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=13, Fri May 31 13:55:34 2024, <python>{}</python>
1 8 0.865291137179646 1.0000400008000108 -0.40393912122482467 -4.0393912122482467e-01 -0.15386789497628472 -0.12071842220080753   
2 16 0.8486382450130964 1.2493455248441876 -0.5630512420822561 -5.6305124208225610e-01 -0.2869478066622939 -0.07199002920573183   
3 24 0.8190731538129958 1.442618713157256 -0.5630512420822561 -4.5912519242916972e-01 -0.26980286731165504 -0.18239684457446714   
4 32 0.674722120160276 1.4958449529494302 -0.5630512420822561 -4.6510117484291857e-01 -0.3502018640810458 -0.18733282064799317   
5 40 0.5914884458912236 1.7611870425636782 -0.710522664112002 -7.1052266411200204e-01 -0.4727586146943288 -0.29656012111670615   
6 48 0.5582980307530955 1.8622336191028583 -0.710522664112002 -6.7337522971791519e-01 -0.4513234223567554 -0.31043514620925616   
7 56 0.6810992179176418 1.9275567055136427 -0.710522664112002 -5.6121104005104561e-01 -0.47543074286778697 -0.4372886237997887   
8 64 0.6563722760653992 2.4329547138172347 -0.710522664112002 -4.9233664867484095e-01 -0.39545712080209217 -0.25932064052882875   
9 72 0.6294502049851383 2.74879979429285 -0.710522664112002 -6.4606670289181023e-01 -0.4160739314573877 -0.378383258976579   
10 80 0.6552720247959579 2.7566814480762263 -0.710522664112002 -6.9362469983578889e-01 -0.48197210688763925 -0.23742818154864676   
11 88 0.5732382435131804 2.9685433137753394 -0.710522664112002 -4.7226944106466506e-01 -0.3501064376324994 -0.28515576172767854   
12 96 0.5140157586932509 3.1565186565039385 -0.710522664112002 -6.7152529833392949e-01 -0.4627121756549747 -0.37675624139430985   
13 104 0.47932296912763644 3.363022917145278 -0.7235324814058361 -7.2353248140583615e-01 -0.5262321231997291 -0.46732986090053363   
14 112 0.47109840825489074 3.465069460190449 -0.7240408249725945 -7.2404082497259448e-01 -0.588047880299767 -0.48641394418929196   
15 120 0.4557432098415793 3.650127172543925 -0.7240408249725945 -6.1915485476839582e-01 -0.478185639328928 -0.42864108836253756   
16 128 0.48841062784806877 4.430327447430965 -0.7240408249725945 -7.1992072877531887e-01 -0.5227784108642437 -0.3955239673393428   
17 136 0.4257145892801002 5.065255282889885 -0.7240408249725945 -6.7644786873098173e-01 -0.5044295176676765 -0.4311011740181907   
18 144 0.42052413851729564 5.853112484896018 -0.7240408249725945 -7.2005065881234565e-01 -0.5585258250152643 -0.46698885869345963   
19 152 0.3413091004156874 6.814046841294782 -0.7240408249725945 -7.2189803292941623e-01 -0.5314429152359952 -0.37477870662832535   
20 160 0.29162979399666794 6.821864592882749 -0.750849981036568 -7.5084998103656797e-01 -0.6876304618498632 -0.4512832139811279   
21 168 0.26058896662317743 7.60140391833691 -0.750849981036568 -7.1055249920194519e-01 -0.6144181269569786 -0.5009682090636594   
