% # columns="iteration, evaluation, void, void, void, xmean", seed=13, Fri May 31 13:55:34 2024, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 325.69189291850984 0.6819682743765609 0.3422453135608131 1.0733059860340666 1.0816806456082335
2 16 0 0 0 944.7879943188002 0.46285067933023283 0.19843766445738523 1.2109624268963302 1.1034221651921443
3 24 0 0 0 759.1425140191402 0.9991026607772413 0.09867112101270337 1.3166381747178668 0.8772948867449779
4 32 0 0 0 888.7512103409969 0.6188113984000684 0.1196478365705647 1.145409148725024 0.9691154449127294
5 40 0 0 0 925.9278963696468 0.15598053185065863 0.23679924687783754 1.062955267518229 0.9983277900244646
6 48 0 0 0 755.0035819942437 -0.13247349303003136 0.1474239678474379 1.0396671301320577 1.1329283424582923
7 56 0 0 0 1025.119262263872 -0.060314782142481704 0.19323237594607193 1.195764382581767 1.4567490148507842
8 64 0 0 0 760.2767613738777 -0.6173257785136164 0.14405334715123846 1.2642694879764798 1.3334416519728258
9 72 0 0 0 1133.7112738181665 -0.20034225663812194 0.04037994960375617 1.27774870551959 1.4091299570629898
10 80 0 0 0 1446.3017490619575 -0.14490561707969843 0.002603521785600249 1.4359492588655172 1.3489565842967337
11 88 0 0 0 1395.7738861929072 -0.35681919220101765 0.02644568699668138 1.374632966097533 1.2602573635989318
12 96 0 0 0 1185.8351122580427 -0.15841092846547739 -0.010948248708528376 1.3172912970007689 1.435591210767355
13 104 0 0 0 1047.5692381036602 0.0023586183450176046 -0.0696592253955467 1.2677344059742623 1.382146466399297
14 112 0 0 0 869.2795770937913 -0.17163188621623882 -0.08663275531844528 1.168940125021272 1.421224897961989
15 120 0 0 0 1336.7860337293987 -0.09162112872193921 -0.11417971593302434 1.2656942452230964 1.4809530735772578
16 128 0 0 0 1531.934699202922 -0.04708762059506905 -0.20934839440655648 1.3464463256965207 1.40302257061215
17 136 0 0 0 1298.7235108544085 -0.13117223374807419 -0.170208039686511 1.3586561925662088 1.4712156942823256
18 144 0 0 0 1017.6945447171508 -0.03794767953147925 -0.22348621253059003 1.3040555363381088 1.5003920739510923
19 152 0 0 0 1141.2125448289685 -0.049958620098442846 -0.15025375560355647 1.3363885359762955 1.4991097741256734
20 160 0 0 0 1322.495210040529 -0.08617132089113116 -0.13497519815713335 1.3684245170912839 1.4723067273524468
21 168 0 0 0 1247.4537397744086 -0.12138724800789913 -0.09613502588399013 1.3569449135655387 1.5003828791263485
22 176 0 0 0 1324.3860639297664 -0.03314608909326633 -0.10755670594566331 1.3138484823689973 1.4669600691607303
23 184 0 0 0 1272.4764340847134 -0.06923795174106617 -0.1019428666305629 1.3111328078509084 1.448158988289988
24 192 0 0 0 1400.1512997469806 -0.07135872364935382 -0.0960031687217751 1.2550754792609569 1.3665177892549267
25 200 0 0 0 1365.4484945210893 -0.06266350931336943 -0.07786899203674896 1.1503420880848458 1.3858443822146298
26 208 0 0 0 1429.3209759623683 -0.04927453365440001 -0.0750813184580628 1.2138764420467356 1.456400031716739
27 216 0 0 0 1484.3004615705888 -0.05734145314098001 -0.06341571131041843 1.1733406923313612 1.400302739575374
28 224 0 0 0 1429.0817744511953 -0.029584689340359772 -0.09257620158824352 1.1258235669379122 1.3189938570077728
29 232 0 0 0 1472.727585417958 -0.046088750156957924 -0.09654744881879557 1.1032733037135023 1.2222108029445224
30 240 0 0 0 1372.505153100568 -0.0012535295882518185 -0.13128157947453345 1.039261639093706 1.1684227769176894
31 248 0 0 0 1348.7289676268051 -0.09002531433206148 -0.10213744682007989 1.0372725715501556 1.2381542094390803
32 256 0 0 0 1385.4525127363054 -0.03301177223439806 -0.10721534200108404 0.9694169440666329 1.179290738697594
33 264 0 0 0 1275.6447187648848 -0.05520386936310423 -0.11138818415400026 0.9463063829311692 1.242738802937979
34 272 0 0 0 1154.0830680485235 -0.03430077865756416 -0.12817960114051732 0.926982144767451 1.2011007455906793
35 280 0 0 0 1148.569656578802 -0.06432909608967463 -0.1442695756958672 0.9662572253303624 1.1942035567022398
36 288 0 0 0 1224.8072345365674 -0.06343105697373884 -0.16154703791542055 0.917740710699813 1.0754447159093858
37 296 0 0 0 1212.7441259859988 -0.0351488213295235 -0.1701252274563636 0.9602695338866586 1.0701460168285135
38 304 0 0 0 1291.543440214305 -0.031895979018774855 -0.13463889543497745 0.8757008743112497 1.0298318606146695
39 312 0 0 0 1257.9314752461014 -0.011389896535898489 -0.16006964126688994 0.9468264153663271 1.0518547700128265
40 320 0 0 0 1188.8076624992377 -0.009252546230000458 -0.14599185572357443 0.9241348872649425 1.0721510626323723
41 328 0 0 0 1220.063868739995 -0.0032836895016343827 -0.13053387060951704 0.8939853632916828 1.0819604490137205
42 336 0 0 0 1310.7966608296936 -0.0022788224783170134 -0.09867089189178932 0.8705057172749542 1.067128530430773
43 344 0 0 0 1346.4964110791973 -0.031169442419778978 -0.07171978922506711 0.8334708192961735 1.064882949553884
44 352 0 0 0 1414.4770069502326 -0.03401564797161279 -0.06678243131231854 0.8244714811129212 1.0309075446393388
45 360 0 0 0 1373.226430908248 -0.036945146442962276 -0.06371952150368959 0.8907757007305483 1.129764882353714
46 368 0 0 0 1307.1378695632916 -0.045495984344552196 -0.0640247730869263 0.8905563334581956 1.1572293549489259
47 376 0 0 0 1313.6565052322983 -0.03868588733688326 -0.07524897525116758 0.8942195673548369 1.1406958145968544
48 384 0 0 0 1309.8817661022438 -0.03978200328213031 -0.08547600716574714 0.8713772644523137 1.1152744145353606
49 392 0 0 0 1324.932413244411 -0.038800086976467245 -0.07776189707337489 0.8466131694189497 1.0979136840350237
50 400 0 0 0 1300.5966207259244 -0.04230545760364564 -0.08417084552184391 0.8598201197294035 1.122111929078862
51 408 0 0 0 1339.4535651476092 -0.035433112234188165 -0.0843793951916721 0.862782861508794 1.1269585986116182
52 416 0 0 0 1335.104154684894 -0.035880395643673894 -0.09882356804171558 0.8553534287120992 1.0957755631600499
53 424 0 0 0 1341.5903943138007 -0.05189969786551009 -0.0786735361685278 0.8388369997688659 1.111800228152507
54 432 0 0 0 1350.5873834295364 -0.04537397677435119 -0.08459872263473535 0.8442088489720696 1.101731547890128
55 440 0 0 0 1341.1214925270197 -0.046956093491382536 -0.08256704582814799 0.8331250712167276 1.1025911231053653
